path,iou,tp/fp,Precision,Recall,ip
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest003---segment No: 39,0.5510346431062544,TP,1.0,0.015725806451612902,1.0
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest003---segment No: 40,0.5560836501901141,TP,1.0,0.016122531237404272,1.0
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest003---segment No: 41,0.5487364620938628,TP,1.0,0.016518936341659952,1.0
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest003---segment No: 42,0.544672718585762,TP,1.0,0.016915022150624244,1.0
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest003---segment No: 43,0.5336812144212524,TP,1.0,0.017310789049919485,1.0
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest003---segment No: 44,0.5228450306170513,TP,1.0,0.017706237424547282,1.0
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest003---segment No: 45,0.5159010600706714,TP,1.0,0.018101367658889783,1.0
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest003---segment No: 46,0.5052631578947369,TP,1.0,0.018496180136710897,1.0
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest003---segment No: 47,0.49477351916376305,FP,0.9787234042553191,0.018496180136710897,1.0
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest003---segment No: 48,0.49016223679668625,FP,0.9583333333333334,0.018496180136710897,1.0
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest003---segment No: 49,0.4983922829581994,FP,0.9387755102040817,0.018496180136710897,1.0
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest003---segment No: 50,0.5061318051575932,TP,0.94,0.018890675241157555,0.94
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest003---segment No: 51,0.8322273268674494,TP,0.9411764705882353,0.019284853354760947,0.9411764705882353
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest003---segment No: 52,0.7898759979616103,TP,0.9423076923076923,0.01967871485943775,0.9423076923076923
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest003---segment No: 53,0.7898759979616103,TP,0.9433962264150944,0.02007226013649137,0.9433962264150944
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest003---segment No: 54,0.888110599078341,TP,0.9444444444444444,0.020465489566613163,0.9444444444444444
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest003---segment No: 55,0.888110599078341,TP,0.9454545454545454,0.020858403529883673,0.9454545454545454
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest003---segment No: 56,0.888110599078341,TP,0.9464285714285714,0.021251002405773857,0.9464285714285714
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest003---segment No: 57,0.7354979934330537,TP,0.9473684210526315,0.021643286573146292,0.9473684210526315
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest003---segment No: 58,0.6320074005550417,TP,0.9482758620689655,0.022035256410256412,0.9482758620689655
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest003---segment No: 59,0.563039089741237,TP,0.9491525423728814,0.022426912294753704,0.9491525423728814
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest003---segment No: 60,0.563039089741237,TP,0.95,0.022818254603682947,0.95
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest003---segment No: 61,0.563039089741237,TP,0.9508196721311475,0.023209283713485393,0.9508196721311475
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest003---segment No: 62,0.563039089741237,TP,0.9516129032258065,0.0236,0.9516129032258065
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest003---segment No: 63,0.6146940271161597,TP,0.9523809523809523,0.023990403838464614,0.9523809523809523
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest003---segment No: 64,0.6146940271161597,TP,0.953125,0.024380495603517186,0.953125
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest003---segment No: 65,0.6146940271161597,TP,0.9538461538461539,0.024770275669196963,0.9538461538461539
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest003---segment No: 66,0.6146940271161597,TP,0.9545454545454546,0.025159744408945688,0.9545454545454546
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest003---segment No: 67,0.6146940271161597,TP,0.9552238805970149,0.02554890219560878,0.9552238805970149
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest003---segment No: 68,0.6146940271161597,TP,0.9558823529411765,0.025937749401436554,0.9558823529411765
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest003---segment No: 69,0.6146940271161597,TP,0.9565217391304348,0.02632628639808536,0.9565217391304348
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest003---segment No: 70,0.6146940271161597,TP,0.9571428571428572,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest003---segment No: 71,0.3451995685005394,FP,0.9436619718309859,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest003---segment No: 72,0.20509898874804158,FP,0.9305555555555556,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest003---segment No: 73,0.20509898874804158,FP,0.9178082191780822,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest003---segment No: 74,0.20509898874804158,FP,0.9054054054054054,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest003---segment No: 75,0.20509898874804158,FP,0.8933333333333333,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest003---segment No: 76,0.20509898874804158,FP,0.881578947368421,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest003---segment No: 77,0.20509898874804158,FP,0.8701298701298701,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest003---segment No: 78,0.20509898874804158,FP,0.8589743589743589,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 1,0.006565988181221274,FP,0.8481012658227848,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 2,0.006565988181221274,FP,0.8375,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 3,0.006565988181221274,FP,0.8271604938271605,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 4,0.006565988181221274,FP,0.8170731707317073,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 5,0.006565988181221274,FP,0.8072289156626506,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 6,0.006565988181221274,FP,0.7976190476190477,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 7,0.006565988181221274,FP,0.788235294117647,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 8,0.006565988181221274,FP,0.7790697674418605,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 9,0.006565988181221274,FP,0.7701149425287356,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 10,0.09829059829059829,FP,0.7613636363636364,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 11,0.10761485210824417,FP,0.7528089887640449,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 12,0.10761485210824417,FP,0.7444444444444445,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 13,0.10761485210824417,FP,0.7362637362637363,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 14,0.10041346721795628,FP,0.7282608695652174,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 15,0.10041346721795628,FP,0.7204301075268817,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 16,0.08647450110864745,FP,0.7127659574468085,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 17,0.08647450110864745,FP,0.7052631578947368,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 18,0.15885545140601876,FP,0.6979166666666666,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 19,0.1366742596810934,FP,0.6907216494845361,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 20,0.1366742596810934,FP,0.6836734693877551,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 21,0.12070610687022901,FP,0.6767676767676768,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 22,0.09416025350837483,FP,0.67,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 23,0.08837825894829872,FP,0.6633663366336634,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 24,0.08837825894829872,FP,0.6568627450980392,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 25,0.0,FP,0.6504854368932039,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 26,0.0,FP,0.6442307692307693,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 27,0.0,FP,0.638095238095238,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 28,0.0,FP,0.6320754716981132,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 29,0.0,FP,0.6261682242990654,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 30,0.0,FP,0.6203703703703703,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 31,0.0,FP,0.6146788990825688,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 32,0.0,FP,0.6090909090909091,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 33,0.0,FP,0.6036036036036037,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 34,0.0,FP,0.5982142857142857,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 35,0.0,FP,0.5929203539823009,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 36,0.0,FP,0.5877192982456141,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 37,0.0,FP,0.5826086956521739,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 38,0.0,FP,0.5775862068965517,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 39,0.0,FP,0.5726495726495726,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 40,0.0,FP,0.5677966101694916,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 41,0.0,FP,0.5630252100840336,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 42,0.0,FP,0.5583333333333333,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 43,0.0,FP,0.5537190082644629,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 44,0.0,FP,0.5491803278688525,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 45,0.0,FP,0.5447154471544715,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 46,0.0,FP,0.5403225806451613,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 47,0.0,FP,0.536,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 48,0.0,FP,0.5317460317460317,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 49,0.0,FP,0.5275590551181102,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 50,0.0,FP,0.5234375,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 51,0.0,FP,0.5193798449612403,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 52,0.0,FP,0.5153846153846153,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 53,0.0,FP,0.5114503816793893,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 54,0.0,FP,0.5075757575757576,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 55,0.0,FP,0.5037593984962406,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 56,0.0,FP,0.5,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 57,0.0,FP,0.4962962962962963,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 58,0.0,FP,0.49264705882352944,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 59,0.0,FP,0.48905109489051096,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 60,0.0,FP,0.4855072463768116,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 61,0.0,FP,0.48201438848920863,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 62,0.0,FP,0.4785714285714286,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 63,0.0,FP,0.475177304964539,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 64,0.0,FP,0.47183098591549294,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 65,0.0,FP,0.46853146853146854,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 66,0.0,FP,0.4652777777777778,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 67,0.0,FP,0.46206896551724136,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 68,0.0,FP,0.4589041095890411,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 69,0.0,FP,0.4557823129251701,0.02671451355661882,0.9571428571428572
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Arrest006---segment No: 70,0.0,FP,0.4527027027027027,0.02671451355661882,0.9571428571428572
